Unnamed: 0,Province or State,City,Latitude,Longitude,Postal code,Education,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Income_Class,CustomerTenure,Active_Client
4553,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,72211.0,Married,Nova,2019-12-05,2021-12-31,2906.3,Standard,Non-Zero Income,757,Active
4554,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,24049.0,Married,Nova,2018-02-21,2021-12-31,2907.36,Standard,Non-Zero Income,1409,Active
4555,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,24049.0,Married,Nova,2018-07-17,2021-10-02,2907.36,Standard,Non-Zero Income,1173,Inactive
4556,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Bachelor,52216.0,Married,Nova,2021-06-12,2019-02-12,2907.44,Standard,Non-Zero Income,-851,Inactive
4557,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Bachelor,51020.0,Divorced,Nova,2021-03-08,2020-02-18,2907.9,2021 Promotion,Non-Zero Income,-384,Inactive
4558,Ontario,London,42.984924,-81.245277,M5B 3E4,Bachelor,74212.0,Married,Nova,2021-12-22,2021-12-31,2908.02,Standard,Non-Zero Income,9,Active
4559,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,35895.0,Married,Nova,2019-04-30,2021-04-17,2908.88,Standard,Non-Zero Income,718,Inactive
4560,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,88944.0,Single,Nova,2018-10-31,2021-12-31,2909.55,Standard,Non-Zero Income,1157,Active
4561,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,88944.0,Single,Nova,2019-07-16,2021-12-31,2909.55,Standard,Non-Zero Income,899,Active
4562,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,High School or Below,12048.0,Married,Nova,2021-01-09,2021-12-31,2910.32,Standard,Non-Zero Income,356,Active
4563,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,High School or Below,12048.0,Married,Nova,2017-07-02,2021-12-31,2910.32,Standard,Non-Zero Income,1643,Active
4564,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,College,0.0,Single,Nova,2020-01-07,2021-12-31,2912.24,Standard,Zero Income,724,Active
4565,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,College,0.0,Single,Nova,2021-06-28,2021-12-31,2912.24,Standard,Zero Income,186,Active
4566,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,93403.0,Divorced,Nova,2019-09-29,2021-12-31,2912.25,Standard,Non-Zero Income,824,Active
4567,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,65436.0,Married,Nova,2019-08-07,2021-12-31,2912.6,Standard,Non-Zero Income,877,Active
4568,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Bachelor,65436.0,Married,Nova,2018-05-07,2021-12-31,2912.6,Standard,Non-Zero Income,1334,Active
4569,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Bachelor,81097.0,Divorced,Nova,2019-07-31,2021-12-31,2912.89,Standard,Non-Zero Income,884,Active
4570,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,81097.0,Divorced,Nova,2018-07-02,2019-03-02,2912.89,Standard,Non-Zero Income,243,Inactive
4571,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,68899.0,Single,Nova,2017-08-31,2021-12-31,2912.91,Standard,Non-Zero Income,1583,Active
4572,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Doctor,20075.0,Divorced,Nova,2017-08-23,2021-12-31,2913.32,Standard,Non-Zero Income,1591,Active
4573,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Doctor,20075.0,Divorced,Nova,2018-10-07,2021-12-31,2913.32,Standard,Non-Zero Income,1181,Active
4574,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Bachelor,76638.0,Single,Nova,2017-07-12,2021-12-31,2913.48,Standard,Non-Zero Income,1633,Active
4575,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,76638.0,Single,Nova,2021-07-29,2021-12-31,2913.48,Standard,Non-Zero Income,155,Active
4576,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,89672.0,Married,Nova,2020-04-13,2021-12-31,2913.49,Standard,Non-Zero Income,627,Active
4577,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,Doctor,28523.0,Married,Nova,2021-05-04,2021-12-31,2914.09,Standard,Non-Zero Income,241,Active
4578,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,37803.0,Divorced,Nova,2017-10-13,2021-12-31,2914.96,Standard,Non-Zero Income,1540,Active
4579,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,83218.0,Married,Nova,2020-12-08,2021-12-31,2915.65,Standard,Non-Zero Income,388,Active
4580,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Bachelor,85817.0,Married,Nova,2016-08-06,2021-12-31,2916.38,Standard,Non-Zero Income,1973,Active
4581,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,85210.0,Divorced,Nova,2021-11-08,2021-12-31,2916.42,Standard,Non-Zero Income,53,Active
4582,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,51622.0,Divorced,Nova,2019-06-12,2021-12-31,2917.54,Standard,Non-Zero Income,933,Active
4583,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,51622.0,Divorced,Nova,2015-11-13,2021-12-31,2917.54,Standard,Non-Zero Income,2240,Active
4584,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Bachelor,80714.0,Married,Nova,2017-03-26,2021-12-31,2918.58,Standard,Non-Zero Income,1741,Active
4585,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,80714.0,Married,Nova,2019-12-24,2021-12-31,2918.58,Standard,Non-Zero Income,738,Active
4586,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,41456.0,Married,Nova,2021-02-16,2021-12-31,2919.71,2021 Promotion,Non-Zero Income,318,Active
4587,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,62018.0,Married,Nova,2015-11-30,2021-12-31,2921.49,Standard,Non-Zero Income,2223,Active
4588,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,College,0.0,Single,Nova,2018-07-10,2019-03-10,2921.68,Standard,Zero Income,243,Inactive
4589,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,College,0.0,Single,Nova,2016-05-03,2021-12-31,2921.68,Standard,Zero Income,2068,Active
4590,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,63499.0,Married,Nova,2020-05-15,2021-12-31,2921.93,Standard,Non-Zero Income,595,Active
4591,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,63499.0,Married,Nova,2020-06-30,2021-12-31,2921.93,Standard,Non-Zero Income,549,Active
4592,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,64459.0,Married,Nova,2017-06-18,2021-12-31,2924.98,Standard,Non-Zero Income,1657,Active
4593,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,30752.0,Married,Nova,2018-07-14,2021-12-31,2925.73,Standard,Non-Zero Income,1266,Active
4594,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,30752.0,Married,Nova,2019-12-02,2021-12-31,2925.73,Standard,Non-Zero Income,760,Active
4595,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,23656.0,Single,Nova,2015-10-24,2021-12-31,2926.52,Standard,Non-Zero Income,2260,Active
4596,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,26242.0,Married,Nova,2021-04-10,2021-12-31,2926.83,2021 Promotion,Non-Zero Income,265,Active
4597,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,26242.0,Married,Nova,2017-02-02,2017-10-02,2926.83,Standard,Non-Zero Income,242,Inactive
4598,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,92381.0,Married,Nova,2015-10-30,2021-12-31,2926.89,Standard,Non-Zero Income,2254,Active
4599,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,92381.0,Married,Nova,2018-10-04,2021-12-31,2926.89,Standard,Non-Zero Income,1184,Active
4600,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,75685.0,Married,Nova,2019-07-18,2021-12-31,2927.07,Standard,Non-Zero Income,897,Active
4601,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,76850.0,Married,Nova,2016-12-28,2021-12-31,2927.22,Standard,Non-Zero Income,1829,Active
4602,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,51991.0,Married,Nova,2020-12-29,2021-10-27,2927.73,Standard,Non-Zero Income,302,Inactive
4603,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,Bachelor,63127.0,Married,Nova,2016-02-08,2021-12-31,2928.12,Standard,Non-Zero Income,2153,Active
4604,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,63127.0,Married,Nova,2021-03-16,2021-12-31,2928.12,2021 Promotion,Non-Zero Income,290,Active
4605,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,98473.0,Married,Nova,2017-01-30,2021-12-31,2929.92,Standard,Non-Zero Income,1796,Active
4606,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,33663.0,Married,Nova,2015-08-23,2021-12-31,2930.69,Standard,Non-Zero Income,2322,Active
4607,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,45768.0,Married,Nova,2021-05-29,2021-11-19,2931.16,Standard,Non-Zero Income,174,Inactive
4608,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,45768.0,Married,Nova,2017-09-03,2021-12-31,2931.16,Standard,Non-Zero Income,1580,Active
4609,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,College,0.0,Married,Nova,2021-01-12,2021-12-31,2933.5,Standard,Zero Income,353,Active
4610,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,College,0.0,Married,Nova,2020-10-03,2021-12-31,2933.96,Standard,Zero Income,454,Active
4611,Ontario,London,42.984924,-81.245277,M5B 3E4,College,0.0,Single,Nova,2019-01-01,2021-12-31,2935.84,Standard,Zero Income,1095,Active
4612,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,73847.0,Married,Nova,2015-11-14,2021-12-31,2935.99,Standard,Non-Zero Income,2239,Active
4613,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,73847.0,Married,Nova,2019-12-23,2021-12-31,2935.99,Standard,Non-Zero Income,739,Active
4614,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,44369.0,Divorced,Nova,2016-08-21,2021-12-31,2936.99,Standard,Non-Zero Income,1958,Active
4615,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,44369.0,Divorced,Nova,2016-09-23,2021-12-31,2936.99,Standard,Non-Zero Income,1925,Active
4616,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,College,0.0,Divorced,Nova,2021-09-07,2021-12-31,2937.17,Standard,Zero Income,115,Active
4618,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,83195.0,Single,Nova,2018-08-19,2021-12-31,2937.42,Standard,Non-Zero Income,1230,Active
4619,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,College,0.0,Single,Nova,2016-10-16,2021-12-31,2938.08,Standard,Zero Income,1902,Active
4620,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,40987.0,Divorced,Nova,2019-02-07,2021-12-31,2938.08,Standard,Non-Zero Income,1058,Active
4621,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,40987.0,Divorced,Nova,2017-12-23,2021-12-31,2938.08,Standard,Non-Zero Income,1469,Active
4622,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,College,0.0,Single,Nova,2017-12-25,2021-12-31,2938.08,Standard,Zero Income,1467,Active
4623,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,College,0.0,Married,Nova,2021-01-15,2021-12-31,2938.73,Standard,Zero Income,350,Active
4624,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Married,Nova,2016-11-16,2021-12-31,2938.73,Standard,Zero Income,1871,Active
4625,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,96765.0,Married,Nova,2017-10-08,2021-12-31,2938.81,Standard,Non-Zero Income,1545,Active
4626,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,96765.0,Married,Nova,2016-11-11,2021-12-31,2938.81,Standard,Non-Zero Income,1876,Active
4627,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,97735.0,Divorced,Nova,2021-02-01,2021-12-31,2939.94,2021 Promotion,Non-Zero Income,333,Active
4628,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,64431.0,Divorced,Nova,2018-04-18,2021-12-31,2941.83,Standard,Non-Zero Income,1353,Active
4629,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,College,0.0,Single,Nova,2015-06-11,2021-12-31,2943.05,Standard,Zero Income,2395,Active
4630,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,College,0.0,Single,Nova,2019-10-05,2021-12-31,2943.05,Standard,Zero Income,818,Active
4631,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,73601.0,Married,Nova,2020-01-04,2021-12-31,2944.18,Standard,Non-Zero Income,727,Active
4632,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,78596.0,Divorced,Nova,2020-05-18,2021-12-31,2949.28,Standard,Non-Zero Income,592,Active
4633,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,69600.0,Married,Nova,2017-05-09,2021-12-31,2951.29,Standard,Non-Zero Income,1697,Active
4634,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,52198.0,Married,Nova,2020-12-27,2021-12-31,2952.36,Standard,Non-Zero Income,369,Active
4635,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,52198.0,Married,Nova,2016-07-30,2021-12-31,2952.36,Standard,Non-Zero Income,1980,Active
4636,Ontario,London,42.984924,-81.245277,M5B 3E4,Bachelor,57248.0,Married,Nova,2016-06-22,2021-12-31,2952.58,Standard,Non-Zero Income,2018,Active
4637,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,76474.0,Married,Nova,2019-03-11,2021-12-31,2953.62,Standard,Non-Zero Income,1026,Active
4638,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Bachelor,76474.0,Married,Nova,2017-06-01,2021-12-31,2953.62,Standard,Non-Zero Income,1674,Active
4639,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,College,0.0,Married,Nova,2021-10-03,2021-12-31,2953.8,Standard,Zero Income,89,Active
4640,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Bachelor,62461.0,Married,Nova,2015-09-18,2021-12-31,2954.39,Standard,Non-Zero Income,2296,Active
4641,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,56502.0,Single,Nova,2018-09-12,2021-12-31,2955.5,Standard,Non-Zero Income,1206,Active
4642,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,56502.0,Single,Nova,2017-02-08,2021-12-31,2955.5,Standard,Non-Zero Income,1787,Active
4643,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,40901.0,Married,Nova,2015-06-02,2021-12-31,2956.36,Standard,Non-Zero Income,2404,Active
4644,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,83318.0,Divorced,Nova,2020-03-15,2021-12-29,2957.76,Standard,Non-Zero Income,654,Inactive
4645,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Bachelor,83318.0,Divorced,Nova,2019-05-23,2021-12-31,2957.76,Standard,Non-Zero Income,953,Active
4646,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,69746.0,Divorced,Nova,2019-01-20,2019-07-29,2959.82,Standard,Non-Zero Income,190,Inactive
4647,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,69746.0,Divorced,Nova,2016-05-31,2021-12-31,2959.82,Standard,Non-Zero Income,2040,Active
4648,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Master,28140.0,Single,Nova,2020-03-16,2021-12-31,2959.95,Standard,Non-Zero Income,655,Active
4649,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Nova,2018-06-09,2021-12-31,2960.03,Standard,Zero Income,1301,Active
4650,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Bachelor,92070.0,Married,Nova,2019-03-25,2021-12-31,2960.57,Standard,Non-Zero Income,1012,Active
4651,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,High School or Below,22608.0,Married,Nova,2018-02-12,2021-02-26,2961.31,Standard,Non-Zero Income,1110,Inactive
4652,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,High School or Below,16495.0,Married,Nova,2016-01-30,2016-09-30,2962.72,Standard,Non-Zero Income,244,Inactive
4653,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,71809.0,Divorced,Nova,2021-08-05,2021-12-31,2962.98,Standard,Non-Zero Income,148,Active
4654,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,26472.0,Married,Nova,2021-03-13,2021-12-31,2965.72,2021 Promotion,Non-Zero Income,293,Active
4655,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,26472.0,Married,Nova,2016-06-21,2021-12-31,2965.72,Standard,Non-Zero Income,2019,Active
4656,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,College,0.0,Married,Nova,2021-07-15,2021-12-31,2966.94,Standard,Zero Income,169,Active
4657,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Bachelor,91646.0,Married,Nova,2017-06-08,2021-12-31,2968.08,Standard,Non-Zero Income,1667,Active
4658,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,91646.0,Married,Nova,2015-12-01,2021-12-31,2968.08,Standard,Non-Zero Income,2222,Active
4659,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Bachelor,46131.0,Married,Nova,2017-07-20,2020-04-13,2969.59,Standard,Non-Zero Income,998,Inactive
4660,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,Bachelor,46131.0,Married,Nova,2018-05-09,2019-01-09,2969.59,Standard,Non-Zero Income,245,Inactive
4661,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,83873.0,Single,Nova,2016-02-07,2021-12-31,2971.92,Standard,Non-Zero Income,2154,Active
4662,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Bachelor,83873.0,Single,Nova,2020-05-15,2021-01-15,2971.92,Standard,Non-Zero Income,245,Inactive
4663,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,College,0.0,Single,Nova,2019-06-10,2021-12-31,2972.46,Standard,Zero Income,935,Active
4664,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,College,0.0,Single,Nova,2020-06-01,2021-02-01,2972.46,Standard,Zero Income,245,Inactive
4665,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,23333.0,Married,Nova,2015-11-20,2021-12-31,2974.31,Standard,Non-Zero Income,2233,Active
4666,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,36548.0,Married,Nova,2019-11-21,2021-12-31,2975.26,Standard,Non-Zero Income,771,Active
4667,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Bachelor,64586.0,Single,Nova,2020-12-07,2021-12-31,2978.85,Standard,Non-Zero Income,389,Active
4668,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,64586.0,Single,Nova,2016-05-26,2017-01-26,2978.85,Standard,Non-Zero Income,245,Inactive
4669,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,High School or Below,13535.0,Married,Nova,2019-04-01,2021-12-31,2980.01,Standard,Non-Zero Income,1005,Active
4670,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,72669.0,Married,Nova,2020-05-14,2021-12-31,2980.46,Standard,Non-Zero Income,596,Active
4671,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,72669.0,Married,Nova,2016-04-30,2021-12-31,2980.46,Standard,Non-Zero Income,2071,Active
4672,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,College,0.0,Married,Nova,2018-11-07,2021-12-31,2981.88,Standard,Zero Income,1150,Active
4673,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Bachelor,79523.0,Married,Nova,2015-12-21,2021-12-31,2982.2,Standard,Non-Zero Income,2202,Active
4674,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,College,0.0,Single,Nova,2018-08-03,2021-12-31,2983.11,Standard,Zero Income,1246,Active
4675,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Single,Nova,2019-07-10,2021-12-31,2987.95,Standard,Zero Income,905,Active
4676,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,College,0.0,Married,Nova,2021-06-20,2021-12-31,2989.91,Standard,Zero Income,194,Active
4677,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,Bachelor,73137.0,Married,Nova,2021-07-11,2021-12-31,2990.33,Standard,Non-Zero Income,173,Active
4678,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Bachelor,35605.0,Married,Nova,2016-03-09,2021-12-31,2991.42,Standard,Non-Zero Income,2123,Active
4679,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,35605.0,Married,Nova,2019-11-30,2021-12-31,2991.42,Standard,Non-Zero Income,762,Active
4680,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Nova,2015-11-04,2021-12-31,2991.7,Standard,Zero Income,2249,Active
4681,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Married,Nova,2020-10-20,2021-06-20,2993.02,Standard,Zero Income,243,Inactive
4682,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,College,0.0,Married,Nova,2018-10-30,2021-12-31,2993.02,Standard,Zero Income,1158,Active
4683,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,23277.0,Married,Nova,2018-11-08,2021-12-31,2993.12,Standard,Non-Zero Income,1149,Active
4684,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,55911.0,Married,Nova,2016-10-03,2021-12-31,2994.35,Standard,Non-Zero Income,1915,Active
4685,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,College,0.0,Single,Nova,2019-06-23,2021-12-31,2996.14,Standard,Zero Income,922,Active
4686,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,College,0.0,Single,Nova,2015-06-12,2021-12-31,2996.14,Standard,Zero Income,2394,Active
4687,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,51199.0,Divorced,Nova,2016-05-15,2021-12-31,2996.89,Standard,Non-Zero Income,2056,Active
4688,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,28564.0,Married,Nova,2017-03-15,2021-12-31,2999.34,Standard,Non-Zero Income,1752,Active
4689,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,Bachelor,77041.0,Married,Nova,2019-06-15,2021-12-31,3000.44,Standard,Non-Zero Income,930,Active
4690,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Divorced,Nova,2015-06-03,2021-12-31,3007.39,Standard,Zero Income,2403,Active
4691,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,80681.0,Married,Nova,2017-07-11,2021-12-31,3008.1,Standard,Non-Zero Income,1634,Active
4692,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,80681.0,Married,Nova,2017-11-26,2021-12-31,3008.1,Standard,Non-Zero Income,1496,Active
4693,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,College,0.0,Single,Nova,2019-07-05,2021-12-31,3008.97,Standard,Zero Income,910,Active
4694,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,College,0.0,Single,Nova,2020-11-21,2021-05-27,3011.27,Standard,Zero Income,187,Inactive
4695,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,39010.0,Married,Nova,2021-06-01,2021-12-31,3011.34,Standard,Non-Zero Income,213,Active
4696,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,77912.0,Divorced,Nova,2015-06-16,2021-12-31,3011.77,Standard,Non-Zero Income,2390,Active
4697,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,77912.0,Divorced,Nova,2016-07-21,2021-12-31,3011.77,Standard,Non-Zero Income,1989,Active
4698,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,Bachelor,42987.0,Divorced,Nova,2021-04-06,2021-12-06,3012.04,2021 Promotion,Non-Zero Income,244,Inactive
4699,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,42987.0,Divorced,Nova,2016-02-04,2021-12-31,3012.04,Standard,Non-Zero Income,2157,Active
